# File generated by CMD 3.9 (http://stev.oapd.inaf.it/cmd) on Wed Apr 29 08:04:24 UTC 2026
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Photometric system: Gaia EDR3 (all Vegamags, Gaia passbands from ESA/Gaia website)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dust ignored
# C-rich circumstellar dust ignored
# IMF: Chabrier (2001) lognormal 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Gmag    G_BPmag  G_RPmag
0.0152 0.01508 7.05001 0.1903910190 2.1785697541    0.190 -1.626  3.4501  4.096    0  0.000  0.545     0.00     0.00 -1 -6.17e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 8.836 10.428 12.532 9.073
0.0152 0.01508 7.05001 0.2021543384 2.2310998652    0.202 -1.588  3.4545  4.102    0  0.000  0.545     0.00     0.00 -1 -6.49e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 8.741 10.282 12.328 8.940
0.0152 0.01508 7.05001 0.2200229615 2.3034170541    0.220 -1.534  3.4606  4.109    0  0.000  0.545     0.00     0.00 -1    -7e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 8.604 10.075 12.041 8.751
0.0152 0.01508 7.05001 0.2395123690 2.3735446287    0.240 -1.479  3.4668  4.115    0  0.000  0.545     0.00     0.00 -1 -7.56e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 8.466 9.874 11.771 8.567
0.0152 0.01508 7.05001 0.2571470439 2.4304770391    0.257 -1.433  3.4721  4.122    0  0.000  0.545     0.00     0.00 -1 -8.03e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 8.353 9.709 11.548 8.417
0.0152 0.01508 7.05001 0.2851127684 2.5098470337    0.285 -1.367  3.4799  4.131    0  0.000  0.545     0.00     0.00 -1 -8.81e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 8.186 9.467 11.223 8.196
0.0152 0.01508 7.05001 0.3032285571 2.5553031839    0.303 -1.328  3.4846  4.138    0  0.000  0.545     0.00     0.00 -1 -9.27e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 8.089 9.324 11.030 8.069
0.0152 0.01508 7.05001 0.3444198370 2.6447137123    0.344 -1.246  3.4944  4.150    0  0.000  0.545     0.00     0.00 -1 -1.04e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 7.884 9.034 10.644 7.806
0.0152 0.01508 7.05001 0.3500000238 2.6555201093    0.350 -1.235  3.4956  4.152    0  0.000  0.545     0.00     0.00 -1 -1.05e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 7.857 8.997 10.597 7.773
0.0152 0.01508 7.05001 0.3912537992 2.7276060571    0.391 -1.167  3.5037  4.165    0  0.000  0.545     0.00     0.00 -1 -1.14e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 7.688 8.766 10.298 7.562
0.0152 0.01508 7.05001 0.4000000358 2.7413371929    0.400 -1.153  3.5054  4.167    0  0.000  0.545     0.00     0.00 -1 -1.17e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 7.653 8.719 10.238 7.519
0.0152 0.01508 7.05001 0.4500000477 2.8109800570    0.450 -1.079  3.5149  4.182    0  0.000  0.545     0.00     0.00 -1 -1.28e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 7.468 8.465 9.910 7.289
0.0152 0.01508 7.05001 0.5000000000 2.8684779154    0.500 -1.013  3.5238  4.197    0  0.000  0.545     0.00     0.00 -1 -1.39e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 7.302 8.235 9.611 7.084
0.0152 0.01508 7.05001 0.5285890102 2.8970332239    0.528 -0.977  3.5291  4.206    0  0.000  0.545     0.00     0.00 -1 -1.46e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 7.212 8.108 9.444 6.971
0.0152 0.01508 7.05001 0.5500000119 2.9166348579    0.550 -0.951  3.5324  4.211    0  0.000  0.545     0.00     0.00 -1  -1.5e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 7.149 8.022 9.335 6.895
0.0152 0.01508 7.05001 0.5692086816 2.9330694169    0.569 -0.929  3.5360  4.218    0  0.000  0.545     0.00     0.00 -1 -1.54e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 7.093 7.942 9.228 6.825
0.0152 0.01508 7.05001 0.6000000238 2.9573988213    0.600 -0.895  3.5407  4.226    0  0.000  0.545     0.00     0.00 -1 -1.61e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 7.008 7.825 9.077 6.721
0.0152 0.01508 7.05001 0.6030965447 2.9597195820    0.603 -0.892  3.5414  4.227    0  0.000  0.545     0.00     0.00 -1 -1.62e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 6.999 7.812 9.059 6.710
0.0152 0.01508 7.05001 0.6361300945 2.9831861458    0.636 -0.852  3.5481  4.238    0  0.000  0.545     0.00     0.00 -1  -1.7e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 6.899 7.668 8.868 6.585
0.0152 0.01508 7.05001 0.6499999762 2.9923687038    0.650 -0.838  3.5503  4.242    0  0.000  0.545     0.00     0.00 -1 -1.73e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 6.865 7.618 8.804 6.542
0.0152 0.01508 7.05001 0.6818381548 3.0120756318    0.682 -0.795  3.5577  4.250    0  0.000  0.545     0.00     0.00 -1 -1.85e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 6.758 7.462 8.596 6.409
0.0152 0.01508 7.05001 0.7000000477 3.0225380495    0.700 -0.771  3.5617  4.253    0  0.000  0.545     0.00     0.00 -1 -1.92e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 6.699 7.377 8.484 6.336
0.0152 0.01508 7.05001 0.7357050180 3.0416445203    0.736 -0.657  3.6022  4.323    0  0.000  0.540     0.00     0.00 -1 -2.25e-14      0.00 7.092e-01 2.755e-01 2.720e-03 7.401e-04 6.720e-03 -1.000 1.527e-02 6.413 6.836 7.703 5.921
0.0152 0.01508 7.05001 0.7500000000 3.0487992053    0.750 -0.611  3.6183  4.349    0  0.000  0.538     0.00     0.00 -1 -2.41e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 6.297 6.631 7.421 5.763
0.0152 0.01508 7.05001 0.7978323698 3.0709291050    0.798 -0.562  3.6240  4.349    0  0.000  0.538     0.00     0.00 -1 -2.61e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 6.174 6.478 7.241 5.626
0.0152 0.01508 7.05001 0.8000000119 3.0718705846    0.800 -0.560  3.6242  4.349    0  0.000  0.538     0.00     0.00 -1 -2.62e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 6.169 6.472 7.234 5.621
0.0152 0.01508 7.05001 0.8001999855 3.0719571765    0.800 -0.559  3.6242  4.349    0  0.000  0.538     0.00     0.00 -1 -2.62e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 6.169 6.471 7.233 5.620
0.0152 0.01508 7.05001 0.8500000238 3.0922228335    0.850 -0.503  3.6311  4.347    0  0.000  0.538     0.00     0.00 -1  -2.9e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 6.029 6.294 7.023 5.464
0.0152 0.01508 7.05001 0.8586981297 3.0955155110    0.858 -0.493  3.6325  4.347    0  0.000  0.538     0.00     0.00 -1 -2.95e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 6.003 6.262 6.985 5.436
0.0152 0.01508 7.05001 0.9000000358 3.1102610540    0.899 -0.440  3.6396  4.343    0  0.000  0.538     0.00     0.00 -1 -3.28e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 5.870 6.092 6.781 5.288
0.0152 0.01508 7.05001 0.9500000477 3.1263561432    0.950 -0.378  3.6485  4.339    0  0.000  0.538     0.00     0.00 -1  -3.7e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 5.714 5.890 6.541 5.112
0.0152 0.01508 7.05001 0.9576774836 3.1286750864    0.957 -0.368  3.6499  4.339    0  0.000  0.538     0.00     0.00 -1 -3.76e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 5.691 5.860 6.505 5.086
0.0152 0.01508 7.05001 1.0000000000 3.1408039918    1.000 -0.312  3.6584  4.335    0  0.000  0.538     0.00     0.00 -1 -4.21e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 5.549 5.678 6.289 4.929
0.0152 0.01508 7.05001 1.0147809982 3.1447926257    1.015 -0.293  3.6614  4.335    0  0.000  0.538     0.00     0.00 -1 -4.26e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 5.502 5.617 6.217 4.876
0.0152 0.01508 7.05001 1.0499999523 3.1538087301    1.050 -0.238  3.6698  4.329    0  0.000  0.538     0.00     0.00 -1 -4.52e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 5.366 5.447 6.017 4.729
0.0152 0.01508 7.05001 1.0509955883 3.1540541385    1.051 -0.237  3.6700  4.328    0  0.000  0.538     0.00     0.00 -1 -4.52e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 5.362 5.442 6.011 4.725
0.0152 0.01508 7.05001 1.1000000238 3.1655414382    1.099 -0.156  3.6828  4.319    0  0.000  0.538     0.00     0.00 -1 -4.97e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 5.161 5.194 5.721 4.511
0.0152 0.01508 7.05001 1.1499999762 3.1761762019    1.149 -0.071  3.6963  4.306    0  0.000  0.538     0.00     0.00 -1  -5.5e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 4.946 4.939 5.426 4.289
0.0152 0.01508 7.05001 1.1548633575 3.1771576242    1.154 -0.062  3.6976  4.305    0  0.000  0.538     0.00     0.00 -1 -5.54e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 4.926 4.915 5.399 4.268
0.0152 0.01508 7.05001 1.2000000477 3.1858571340    1.200  0.021  3.7104  4.289    0  0.000  0.538     0.00     0.00 -1 -6.15e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 4.717 4.673 5.123 4.057
0.0152 0.01508 7.05001 1.2044110298 3.1866695680    1.204  0.030  3.7117  4.288    0  0.000  0.538     0.00     0.00 -1  -6.2e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 4.696 4.650 5.096 4.036
0.0152 0.01508 7.05001 1.2477648258 3.1943251902    1.247  0.118  3.7246  4.266    0  0.000  0.538     0.00     0.00 -1 -6.99e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 4.475 4.402 4.818 3.817
0.0152 0.01508 7.05001 1.2500000000 3.1947043579    1.250  0.123  3.7253  4.265    0  0.000  0.538     0.00     0.00 -1 -7.04e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 4.463 4.389 4.803 3.806
0.0152 0.01508 7.05001 1.2838176489 3.2002629710    1.284  0.199  3.7357  4.242    0  0.000  0.538     0.00     0.00 -1 -7.85e-14      0.00 7.092e-01 2.755e-01 2.709e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 4.272 4.180 4.570 3.620
0.0152 0.01508 7.05001 1.2999999523 3.2028072608    1.300  0.238  3.7408  4.229    0  0.000  0.538     0.00     0.00 -1 -8.34e-14      0.00 7.092e-01 2.755e-01 2.709e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 4.174 4.075 4.453 3.526
0.0152 0.01508 7.05001 1.3176503181 3.2055016229    1.318  0.283  3.7465  4.213    0  0.000  0.538     0.00     0.00 -1 -8.91e-14      0.00 7.092e-01 2.755e-01 2.709e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 4.063 3.957 4.323 3.421
0.0152 0.01508 7.05001 1.3457241058 3.2096222529    1.346  0.360  3.7558  4.182    0  0.000  0.538     0.00     0.00 -1 -1.01e-13      0.00 7.092e-01 2.755e-01 2.709e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 3.870 3.755 4.100 3.241
0.0152 0.01508 7.05001 1.3500001431 3.2102328312    1.350  0.372  3.7573  4.177    0  0.000  0.538     0.00     0.00 -1 -1.03e-13      0.00 7.092e-01 2.755e-01 2.709e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 3.839 3.723 4.065 3.213
0.0152 0.01508 7.05001 1.3599895239 3.2116422505    1.360  0.401  3.7606  4.165    0  0.000  0.538     0.00     0.00 -1 -1.08e-13      0.00 7.092e-01 2.755e-01 2.709e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 3.766 3.647 3.981 3.145
0.0152 0.01508 7.05001 1.3831894398 3.2148265699    1.383  0.474  3.7688  4.132    0  0.000  0.538     0.00     0.00 -1 -1.23e-13      0.00 7.092e-01 2.755e-01 2.709e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 3.585 3.461 3.776 2.978
0.0152 0.01508 7.05001 1.4000000954 3.2170592071    1.400  0.529  3.7751  4.107    0  0.000  0.538     0.00     0.00 -1 -1.35e-13      0.00 7.092e-01 2.755e-01 2.709e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 3.447 3.320 3.621 2.852
0.0152 0.01508 7.05001 1.4023050070 3.2173605906    1.403  0.537  3.7759  4.104    0  0.000  0.538     0.00     0.00 -1 -1.37e-13      0.00 7.092e-01 2.755e-01 2.709e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 3.428 3.300 3.600 2.835
0.0152 0.01508 7.05001 1.4222844839 3.2199266442    1.423  0.603  3.7837  4.075    0  0.000  0.538     0.00     0.00 -1 -1.52e-13      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.720e-03 -1.000 1.527e-02 3.263 3.132 3.416 2.686
0.0152 0.01508 7.05001 1.4428510666 3.2224839992    1.443  0.670  3.7922  4.048    0  0.000  0.538     0.00     0.00 -1 -1.69e-13      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.720e-03 -1.000 1.527e-02 3.096 2.964 3.230 2.538
0.0152 0.01508 7.05001 1.4500000477 3.2233536727    1.450  0.692  3.7953  4.040    0  0.000  0.538     0.00     0.00 -1 -1.74e-13      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.720e-03 -1.000 1.527e-02 3.039 2.908 3.167 2.489
0.0152 0.01508 7.05001 1.4574251175 3.2242466856    1.458  0.716  3.7985  4.032    0  0.000  0.538     0.00     0.00 -1 -1.79e-13      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.720e-03 -1.000 1.527e-02 2.980 2.849 3.101 2.438
0.0152 0.01508 7.05001 1.4787532091 3.2267552804    1.479  0.778  3.8086  4.016    0  0.000  0.538     0.00     0.00 -1  -1.9e-13      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.720e-03 -1.000 1.527e-02 2.825 2.694 2.927 2.309
0.0152 0.01508 7.05001 1.4971553087 3.2288546327    1.497  0.826  3.8181  4.012    0  0.000  0.538     0.00     0.00 -1 -1.96e-13      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.720e-03 -1.000 1.527e-02 2.705 2.575 2.790 2.213
0.0152 0.01508 7.05001 1.5000000000 3.2291739469    1.500  0.832  3.8197  4.012    0  0.000  0.538     0.00     0.00 -1 -1.96e-13      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.720e-03 -1.000 1.527e-02 2.689 2.559 2.771 2.200
0.0152 0.01508 7.05001 1.5100924969 3.2302958108    1.510  0.855  3.8255  4.016    0  0.000  0.538     0.00     0.00 -1 -1.93e-13      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.720e-03 -1.000 1.527e-02 2.633 2.503 2.705 2.158
0.0152 0.01508 7.05001 1.5304876566 3.2325117102    1.530  0.891  3.8383  4.037    0  0.000  0.538     0.00     0.00 -1 -1.82e-13      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.719e-03 -1.000 1.527e-02 2.542 2.415 2.597 2.101
0.0152 0.01508 7.05001 1.5368760824 3.2331920836    1.537  0.894  3.8416  4.049    0  0.000  0.538     0.00     0.00 -1 -1.74e-13      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.719e-03 -1.000 1.527e-02 2.536 2.410 2.586 2.103
0.0152 0.01508 7.05001 1.5499999523 3.2345698331    1.550  0.892  3.8473  4.077    0  0.000  0.538     0.00     0.00 -1 -1.56e-13      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.719e-03 -1.000 1.527e-02 2.539 2.415 2.582 2.122
0.0152 0.01508 7.05001 1.5671023130 3.2363259877    1.567  0.887  3.8550  4.118    0  0.000  0.538     0.00     0.00 -1 -1.27e-13      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.719e-03 -1.000 1.527e-02 2.552 2.433 2.588 2.156
0.0152 0.01508 7.05001 1.5829943419 3.2379193014    1.583  0.865  3.8578  4.155    0  0.000  0.538     0.00     0.00 -1 -1.01e-13      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.719e-03 -1.000 1.527e-02 2.606 2.489 2.641 2.219
0.0152 0.01508 7.05001 1.5958738327 3.2391837744    1.596  0.842  3.8577  4.181    0  0.000  0.538     0.00     0.00 -1 -8.37e-14      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.719e-03 -1.000 1.527e-02 2.664 2.548 2.700 2.277
0.0152 0.01508 7.05001 1.6000000238 3.2395837555    1.600  0.835  3.8574  4.188    0  0.000  0.538     0.00     0.00 -1  -7.9e-14      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.719e-03 -1.000 1.527e-02 2.682 2.566 2.718 2.294
0.0152 0.01508 7.05001 1.6064080000 3.2402000804    1.606  0.824  3.8570  4.200    0  0.000  0.538     0.00     0.00 -1 -6.93e-14      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.719e-03 -1.000 1.527e-02 2.709 2.593 2.747 2.320
0.0152 0.01508 7.05001 1.6254005432 3.2419928761    1.625  0.809  3.8566  4.218    0  0.000  0.538     0.00     0.00 -1 -4.99e-14      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.719e-03 -1.000 1.527e-02 2.747 2.632 2.786 2.358
0.0152 0.01508 7.05001 1.6500000954 3.2442421051    1.649  0.809  3.8574  4.228    0  0.000  0.538     0.00     0.00 -1 -3.47e-14      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.719e-03 -1.000 1.527e-02 2.748 2.634 2.787 2.361
0.0152 0.01508 7.05001 1.6560044289 3.2447790428    1.655  0.811  3.8579  4.230    0  0.000  0.538     0.00     0.00 -1 -3.33e-16      0.00 7.092e-01 2.755e-01 2.709e-03 7.397e-04 6.719e-03 -1.000 1.527e-02 2.743 2.629 2.781 2.357
0.0152 0.01508 7.05001 1.7000000477 3.2485760857    1.699  0.884  3.8720  4.224    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.709e-03 7.397e-04 6.719e-03 -1.000 1.527e-02 2.559 2.452 2.583 2.215
0.0152 0.01508 7.05001 1.7031654119 3.2488402844    1.702  0.890  3.8731  4.224    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.709e-03 7.397e-04 6.719e-03 -1.000 1.527e-02 2.546 2.439 2.568 2.205
0.0152 0.01508 7.05001 1.7365286350 3.2515554085    1.735  0.952  3.8880  4.229    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.709e-03 7.397e-04 6.719e-03 -1.000 1.527e-02 2.390 2.294 2.401 2.097
0.0152 0.01508 7.05001 1.7500000000 3.2526168674    1.749  0.979  3.8953  4.235    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.709e-03 7.397e-04 6.719e-03 -1.000 1.527e-02 2.323 2.234 2.331 2.055
0.0152 0.01508 7.05001 1.7621921301 3.2535608985    1.761  1.003  3.9018  4.240    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.709e-03 7.397e-04 6.719e-03 -1.000 1.527e-02 2.262 2.181 2.268 2.018
0.0152 0.01508 7.05001 1.7858793736 3.2553512186    1.785  1.053  3.9165  4.255    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.709e-03 7.397e-04 6.719e-03 -1.000 1.527e-02 2.139 2.078 2.144 1.953
0.0152 0.01508 7.05001 1.7999999523 3.2563918376    1.799  1.080  3.9256  4.267    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.709e-03 7.397e-04 6.719e-03 -1.000 1.527e-02 2.069 2.025 2.079 1.922
0.0152 0.01508 7.05001 1.8050528765 3.2567595093    1.804  1.090  3.9287  4.272    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.709e-03 7.397e-04 6.719e-03 -1.000 1.527e-02 2.046 2.008 2.058 1.912
0.0152 0.01508 7.05001 1.8349547386 3.2588860624    1.834  1.122  3.9415  4.298    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.093e-01 2.755e-01 2.709e-03 7.397e-04 6.718e-03 -1.000 1.527e-02 1.966 1.958 1.994 1.890
0.0152 0.01508 7.05001 1.8500000238 3.2599251663    1.849  1.130  3.9456  4.309    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.093e-01 2.755e-01 2.709e-03 7.397e-04 6.718e-03 -1.000 1.527e-02 1.944 1.948 1.981 1.888
0.0152 0.01508 7.05001 1.8826503754 3.2621123418    1.882  1.151  3.9555  4.335    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.093e-01 2.755e-01 2.709e-03 7.397e-04 6.718e-03 -1.000 1.524e-02 1.892 1.927 1.950 1.884
0.0152 0.01508 7.05001 1.9000000954 3.2632382345    1.899  1.166  3.9582  4.336    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.093e-01 2.755e-01 2.709e-03 7.397e-04 6.718e-03 -1.000 1.524e-02 1.856 1.899 1.920 1.861
0.0152 0.01508 7.05001 1.9157657623 3.2642403129    1.915  1.172  3.9614  4.345    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.093e-01 2.755e-01 2.709e-03 7.397e-04 6.718e-03 -1.000 1.525e-02 1.839 1.894 1.912 1.861
0.0152 0.01508 7.05001 1.9500001669 3.2663500421    1.950  1.193  3.9667  4.353    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.093e-01 2.755e-01 2.709e-03 7.397e-04 6.718e-03 -1.000 1.527e-02 1.787 1.861 1.875 1.836
0.0152 0.01508 7.05001 1.9717788696 3.2676469032    1.972  1.207  3.9700  4.358    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.093e-01 2.754e-01 2.709e-03 7.396e-04 6.718e-03 -1.000 1.527e-02 1.751 1.838 1.849 1.818
0.0152 0.01508 7.05001 2.0000000000 3.2692774629    2.000  1.232  3.9750  4.359    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.093e-01 2.754e-01 2.709e-03 7.396e-04 6.718e-03 -1.000 1.527e-02 1.689 1.796 1.803 1.782
0.0152 0.01508 7.05001 2.0499999523 3.2720312711    2.050  1.275  3.9835  4.360    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.093e-01 2.754e-01 2.709e-03 7.396e-04 6.718e-03 -1.000 1.527e-02 1.582 1.723 1.725 1.722
0.0152 0.01508 7.05001 2.0999999046 3.2746226920    2.099  1.318  3.9916  4.361    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.093e-01 2.754e-01 2.709e-03 7.396e-04 6.718e-03 -1.000 1.527e-02 1.476 1.653 1.650 1.662
0.0152 0.01508 7.05001 2.1500000954 3.2770648457    2.149  1.359  3.9995  4.362    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.093e-01 2.754e-01 2.709e-03 7.396e-04 6.717e-03 -1.000 1.527e-02 1.373 1.586 1.578 1.604
0.0152 0.01508 7.05001 2.2000000477 3.2793694871    2.199  1.399  4.0072  4.362    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.093e-01 2.754e-01 2.709e-03 7.395e-04 6.717e-03 -1.000 1.527e-02 1.273 1.522 1.509 1.547
0.0152 0.01508 7.05001 2.2500000000 3.2815472373    2.249  1.438  4.0146  4.363    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.093e-01 2.754e-01 2.709e-03 7.395e-04 6.717e-03 -1.000 1.527e-02 1.176 1.459 1.443 1.492
0.0152 0.01508 7.05001 2.2999999523 3.2836076752    2.299  1.476  4.0217  4.363    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.094e-01 2.754e-01 2.709e-03 7.396e-04 6.717e-03 -1.000 1.527e-02 1.081 1.399 1.379 1.438
0.0152 0.01508 7.05001 2.4000000954 3.2874104896    2.399  1.548  4.0352  4.363    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.093e-01 2.754e-01 2.709e-03 7.395e-04 6.717e-03 -1.000 1.527e-02 0.900 1.284 1.258 1.334
