# File generated by CMD 3.9 (http://stev.oapd.inaf.it/cmd) on Wed Apr 29 08:04:24 UTC 2026
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Photometric system: Gaia EDR3 (all Vegamags, Gaia passbands from ESA/Gaia website)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dust ignored
# C-rich circumstellar dust ignored
# IMF: Chabrier (2001) lognormal 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Gmag    G_BPmag  G_RPmag
0.0152 0.01508 5.95000 4.0319056511 3.3179076307    4.032  2.299  3.9328  3.428    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -0.978 -1.028 -0.998 -1.088
0.0152 0.01508 5.95000 4.0493030548 3.3180656160    4.049  2.324  3.9426  3.444    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -1.041 -1.062 -1.041 -1.105
0.0152 0.01508 5.95000 4.0664043427 3.3182190561    4.066  2.349  3.9525  3.460    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -1.103 -1.091 -1.078 -1.119
0.0152 0.01508 5.95000 4.0832300186 3.3183682558    4.083  2.373  3.9623  3.477    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -1.164 -1.116 -1.110 -1.130
0.0152 0.01508 5.95000 4.1052660942 3.3185610528    4.104  2.405  3.9755  3.500    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -1.243 -1.142 -1.145 -1.140
0.0152 0.01508 5.95000 4.1268935204 3.3187474550    4.126  2.436  3.9887  3.524    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -1.320 -1.163 -1.173 -1.147
0.0152 0.01508 5.95000 4.1481580734 3.3189280607    4.147  2.466  4.0019  3.549    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -1.395 -1.178 -1.195 -1.150
0.0152 0.01508 5.95000 4.1691145897 3.3191035114    4.167  2.495  4.0152  3.575    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -1.468 -1.190 -1.212 -1.150
0.0152 0.01508 5.95000 4.1898136139 3.3192743796    4.188  2.524  4.0285  3.602    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -1.539 -1.197 -1.224 -1.148
0.0152 0.01508 5.95000 4.1999998093 3.3193575939    4.198  2.537  4.0351  3.616    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -1.574 -1.199 -1.229 -1.145
0.0152 0.01508 5.95000 4.2127757072 3.3194611625    4.211  2.555  4.0436  3.634    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -1.617 -1.200 -1.234 -1.141
0.0152 0.01508 5.95000 4.2321300507 3.3196163812    4.230  2.580  4.0565  3.662    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -1.680 -1.199 -1.237 -1.132
0.0152 0.01508 5.95000 4.2513060570 3.3197682061    4.249  2.605  4.0693  3.691    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -1.742 -1.195 -1.237 -1.119
0.0152 0.01508 5.95000 4.2703661919 3.3199172101    4.268  2.628  4.0822  3.721    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -1.800 -1.186 -1.232 -1.103
0.0152 0.01508 5.95000 4.2893776894 3.3200639754    4.287  2.650  4.0950  3.752    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -1.856 -1.174 -1.224 -1.083
0.0152 0.01508 5.95000 4.3084149361 3.3202091110    4.306  2.672  4.1077  3.783    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -1.909 -1.158 -1.212 -1.060
0.0152 0.01508 5.95000 4.3275923729 3.3203534966    4.325  2.692  4.1204  3.816    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -1.960 -1.137 -1.195 -1.032
0.0152 0.01508 5.95000 4.3470640182 3.3204982609    4.344  2.711  4.1331  3.850    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -2.006 -1.112 -1.174 -1.000
0.0152 0.01508 5.95000 4.3671140671 3.3206454251    4.364  2.727  4.1457  3.885    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -2.049 -1.083 -1.149 -0.963
0.0152 0.01508 5.95000 4.3884057999 3.3207996292    4.385  2.742  4.1583  3.923    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -2.085 -1.047 -1.116 -0.920
0.0152 0.01508 5.95000 4.4000000954 3.3208827156    4.397  2.749  4.1648  3.944    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -2.102 -1.026 -1.097 -0.895
0.0152 0.01508 5.95000 4.4000587463 3.3208831343    4.397  2.749  4.1648  3.944    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -2.102 -1.026 -1.097 -0.895
0.0152 0.01508 5.95000 4.4061274529 3.3209263761    4.404  2.749  4.1675  3.954    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -2.103 -1.012 -1.084 -0.879
0.0152 0.01508 5.95000 4.4374861717 3.3211471641    4.435  2.741  4.1776  4.007    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -2.081 -0.931 -1.006 -0.793
0.0152 0.01508 5.95000 4.4722123146 3.3213865778    4.469  2.712  4.1828  4.059    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -2.011 -0.829 -0.905 -0.688
0.0152 0.01508 5.95000 4.4955964088 3.3215448618    4.493  2.683  4.1825  4.089    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -1.938 -0.757 -0.833 -0.617
0.0152 0.01508 5.95000 4.5175371170 3.3216912769    4.515  2.654  4.1806  4.113    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -1.865 -0.695 -0.771 -0.556
0.0152 0.01508 5.95000 4.5412254333 3.3218471171    4.538  2.627  4.1782  4.133    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -1.797 -0.641 -0.716 -0.503
0.0152 0.01508 5.95000 4.5719609261 3.3220459307    4.569  2.609  4.1770  4.149    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -1.753 -0.604 -0.678 -0.466
0.0152 0.01508 5.95000 4.5999999046 3.3222240395    4.597  2.601  4.1771  4.160    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -1.732 -0.581 -0.656 -0.444
0.0152 0.01508 5.95000 4.6126279831 3.3223032588    4.610  2.599  4.1775  4.165    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -1.727 -0.575 -0.649 -0.437
0.0152 0.01508 5.95000 4.6868977547 3.3227570386    4.684  2.646  4.1915  4.181    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -1.845 -0.610 -0.688 -0.464
0.0152 0.01508 5.95000 4.7384257317 3.3230601327    4.736  2.693  4.2062  4.197    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -1.963 -0.642 -0.725 -0.488
0.0152 0.01508 5.95000 4.7725729942 3.3232559197    4.770  2.729  4.2182  4.212    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -2.053 -0.661 -0.747 -0.500
0.0152 0.01508 5.95000 4.7993702888 3.3234068181    4.797  2.755  4.2276  4.227    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -2.117 -0.669 -0.758 -0.503
0.0152 0.01508 5.95000 4.8000001907 3.3234103366    4.798  2.755  4.2279  4.227    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -2.118 -0.669 -0.758 -0.503
0.0152 0.01508 5.95000 4.8100380898 3.3234662302    4.808  2.764  4.2313  4.233    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -2.140 -0.670 -0.760 -0.503
0.0152 0.01508 5.95000 4.8506107330 3.3236888306    4.849  2.790  4.2431  4.258    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -2.204 -0.664 -0.758 -0.490
0.0152 0.01508 5.95000 4.9278006554 3.3240981241    4.926  2.791  4.2531  4.304    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -2.207 -0.608 -0.704 -0.428
0.0152 0.01508 5.95000 4.9945268631 3.3244376290    4.993  2.773  4.2534  4.329    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -2.163 -0.561 -0.657 -0.381
0.0152 0.01508 5.95000 5.0000000000 3.3244649102    4.999  2.773  4.2534  4.329    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -2.164 -0.561 -0.657 -0.381
0.0152 0.01508 5.95000 5.1093730927 3.3249923990    5.109  2.779  4.2549  4.338    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -2.179 -0.568 -0.664 -0.387
0.0152 0.01508 5.95000 5.1504526138 3.3251820833    5.150  2.784  4.2557  4.341    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -2.190 -0.574 -0.671 -0.393
0.0152 0.01508 5.95000 5.1999998093 3.3254050437    5.200  2.799  4.2582  4.340    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -2.227 -0.597 -0.694 -0.414
0.0152 0.01508 5.95000 5.3999996185 3.3262448277    5.401  2.857  4.2679  4.337    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -2.373 -0.686 -0.786 -0.497
0.0152 0.01508 5.95000 5.5999994278 3.3269981134    5.601  2.913  4.2773  4.334    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -2.513 -0.771 -0.873 -0.577
0.0152 0.01508 5.95000 5.8000001907 3.3276764445    5.801  2.966  4.2861  4.331    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -2.646 -0.853 -0.958 -0.654
0.0152 0.01508 5.95000 6.0000000000 3.3282894872    6.000  3.018  4.2944  4.328    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -2.774 -0.934 -1.041 -0.730
0.0152 0.01508 5.95000 6.1999998093 3.3288454021    6.200  3.068  4.3029  4.326    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -2.900 -1.010 -1.120 -0.802
0.0152 0.01508 5.95000 6.4000000954 3.3293509349    6.399  3.115  4.3106  4.323    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -3.019 -1.085 -1.197 -0.872
0.0152 0.01508 5.95000 7.0000000000 3.3306136278    6.996  3.249  4.3322  4.315    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -3.352 -1.296 -1.414 -1.072
0.0152 0.01508 5.95000 8.0000000000 3.3321140648    8.001  3.444  4.3633  4.302    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -3.840 -1.610 -1.736 -1.370
0.0152 0.01508 5.95000 9.0000000000 3.3331299527    8.995  3.613  4.3896  4.290    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -4.261 -1.888 -2.020 -1.635
0.0152 0.01508 5.95000 10.0000000000 3.3338441648    9.998  3.761  4.4125  4.279    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -4.631 -2.078 -2.218 -1.820
0.0152 0.01508 5.95000 11.0000000000 3.3343618242   11.001  3.892  4.4320  4.268    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -4.959 -2.311 -2.455 -2.043
0.0152 0.01508 5.95000 11.7624568939 3.3346644044   11.764  3.982  4.4457  4.261    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.186 -2.506 -2.650 -2.238
0.0152 0.01508 5.95000 12.0000000000 3.3347461338   12.001  4.010  4.4499  4.259    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.254 -2.564 -2.708 -2.297
0.0152 0.01508 5.95000 14.0000000000 3.3352641788   13.989  4.213  4.4797  4.241    0  0.000  0.545     0.00     0.00 -1  -3.1e-09      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 -5.764 -2.881 -3.037 -2.582
0.0152 0.01508 5.95000 16.0000000000 3.3355829103   15.995  4.384  4.5042  4.226    0  0.000  0.545     0.00     0.00 -1 -7.47e-09      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 -6.191 -3.196 -3.356 -2.893
0.0152 0.01508 5.95000 17.3954982758 3.3357359075   17.376  4.488  4.5187  4.217    0  0.000  0.545     0.00     0.00 -1 -1.24e-08      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 -6.451 -3.387 -3.548 -3.082
0.0152 0.01508 5.95000 18.0000000000 3.3357898160   17.976  4.531  4.5247  4.213    0  0.000  0.545     0.00     0.00 -1 -1.52e-08      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 -6.557 -3.464 -3.625 -3.159
0.0152 0.01508 5.95000 20.0000000000 3.3359299738   19.972  4.657  4.5420  4.201    0  0.000  0.545     0.00     0.00 -1 -2.79e-08      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 -6.874 -3.644 -3.805 -3.343
0.0152 0.01508 5.95000 23.2404212952 3.3360746415   23.188  4.831  4.5650  4.185    0  0.000  0.545     0.00     0.00 -1 -6.12e-08      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 -7.307 -3.959 -4.121 -3.655
0.0152 0.01508 5.95000 24.0000000000 3.3360989490   23.940  4.868  4.5700  4.181    0  0.000  0.545     0.00     0.00 -1 -7.25e-08      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 -7.400 -4.034 -4.196 -3.729
0.0152 0.01508 5.95000 28.0000000000 3.3361906679   27.861  5.037  4.5910  4.162    0  0.000  0.545     0.00     0.00 -1 -1.47e-07      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 -7.822 -4.337 -4.508 -4.010
0.0152 0.01508 5.95000 30.0000000000 3.3362208700   29.817  5.110  4.5998  4.154    0  0.000  0.545     0.00     0.00 -1 -2.01e-07      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 -8.005 -4.466 -4.636 -4.138
0.0152 0.01508 5.95000 35.0000000000 3.3362708886   34.672  5.266  4.6176  4.134    0  0.000  0.545     0.00     0.00 -1 -3.76e-07      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 -8.396 -4.738 -4.908 -4.414
0.0152 0.01508 5.95000 40.0000000000 3.3362997585   39.490  5.395  4.6309  4.115    0  0.000  0.545     0.00     0.00 -1 -6.12e-07      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 -8.718 -4.982 -5.152 -4.656
0.0152 0.01508 5.95000 45.0000000000 3.3363174905   44.263  5.504  4.6413  4.097    0  0.000  0.545     0.00     0.00 -1 -9.21e-07      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 -8.990 -5.199 -5.369 -4.872
0.0152 0.01508 5.95000 49.3336982727 3.3363276539   48.340  5.585  4.6484  4.082    0  0.000  0.545     0.00     0.00 -1 -1.24e-06      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 -9.193 -5.350 -5.520 -5.024
0.0152 0.01508 5.95000 50.0000000000 3.3363289211   48.965  5.597  4.6494  4.080    0  0.000  0.545     0.00     0.00 -1  -1.3e-06      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 -9.223 -5.375 -5.545 -5.049
0.0152 0.01508 5.95000 55.0000000000 3.3363365875   53.602  5.679  4.6555  4.063    0  0.000  0.545     0.00     0.00 -1 -1.73e-06      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 -9.427 -5.547 -5.717 -5.222
0.0152 0.01508 5.95000 60.0000000000 3.3363418902   58.200  5.751  4.6603  4.045    0  0.000  0.545     0.00     0.00 -1 -2.22e-06      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 -9.607 -5.704 -5.874 -5.380
0.0152 0.01508 5.95000 65.0000000000 3.3363456712   62.713  5.814  4.6638  4.028    0  0.000  0.545     0.00     0.00 -1 -2.77e-06      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 -9.765 -5.846 -6.016 -5.523
0.0152 0.01508 5.95000 70.0000000000 3.3363484217   67.296  5.874  4.6669  4.012    0  0.000  0.545     0.00     0.00 -1 -3.41e-06      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 -9.914 -5.981 -6.151 -5.659
0.0152 0.01508 5.95000 80.0000000000 3.3363520140   76.104  5.974  4.6697  3.977    0  0.000  0.545     0.00     0.00 -1 -4.76e-06      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 -10.164 -6.217 -6.386 -5.897
0.0152 0.01508 5.95000 81.3217926025 3.3363523591   77.291  5.986  4.6699  3.972    0  0.000  0.545     0.00     0.00 -1 -4.97e-06      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 -10.195 -6.247 -6.416 -5.927
0.0152 0.01508 5.95000 90.0000000000 3.3363541293   85.017  6.061  4.6705  3.940    0  0.000  0.545     0.00     0.00 -1 -6.44e-06      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 -10.383 -6.431 -6.599 -6.111
0.0152 0.01508 5.95000 95.0000000000 3.3363548596   89.352  6.100  4.6701  3.922    0  0.000  0.545     0.00     0.00 -1 -7.29e-06      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 -10.480 -6.529 -6.697 -6.209
0.0152 0.01508 5.95000 100.0000000000 3.3363554430   93.630  6.136  4.6691  3.902    0  0.000  0.545     0.00     0.00 -1 -8.28e-06      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 -10.570 -6.624 -6.792 -6.304
0.0152 0.01508 5.95000 120.0000000000 3.3363568796  110.364  6.260  4.6619  3.821    0  0.000  0.545     0.00     0.00 -1 -1.25e-05      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 -10.879 -7.010 -7.173 -6.709
0.0152 0.01508 5.95000 133.6723327637 3.3363571357  121.541  6.329  4.6603  3.786    0  0.000  0.349     0.00     0.00 -1 -1.57e-05      0.00 7.023e-01 2.824e-01 1.701e-03 3.093e-03 5.437e-03 -1.000 1.529e-02 -11.053 -7.202 -7.362 -6.907
0.0152 0.01508 5.95000 150.0000000000 3.3363571357  134.639  6.404  4.6592  3.753    0  0.000  0.091     0.00     0.00 -1 -1.99e-05      0.00 6.925e-01 2.922e-01 3.539e-04 6.221e-03 3.677e-03 -1.000 1.530e-02 -11.239 -7.402 -7.559 -7.113
0.0152 0.01508 5.95000 183.7215423584 3.3363571357  159.580  6.526  4.6754  3.769    0  0.000  0.346     0.00     0.00 -1 -2.92e-05      0.00 6.405e-01 3.444e-01 5.045e-04 7.223e-03 2.333e-03 -1.000 1.510e-02 -11.545 -7.517 -7.681 -7.211
0.0152 0.01508 5.95000 200.0000000000 3.3363571357  171.943  6.578  4.6806  3.770    0  0.000  0.312     0.00     0.00 -1 -3.41e-05      0.00 6.241e-01 3.608e-01 9.247e-05 8.581e-03 1.336e-03 -1.000 1.506e-02 -11.674 -7.611 -7.775 -7.308
0.0152 0.01508 5.95000 231.6818847656 3.3363571357  196.127  6.663  4.6900  3.780    0  0.000  0.434     0.00     0.00 -1  -4.3e-05      0.00 5.994e-01 3.856e-01 1.001e-04 9.186e-03 6.343e-04 -1.000 1.499e-02 -11.887 -7.759 -7.922 -7.459
0.0152 0.01508 5.95000 250.0000000000 3.3363571357  209.875  6.707  4.6953  3.786    0  0.000  0.506     0.00     0.00 -1 -4.84e-05      0.00 5.858e-01 3.993e-01 1.030e-04 9.403e-03 3.824e-04 -1.000 1.497e-02 -11.997 -7.832 -7.995 -7.534
0.0152 0.01508 5.95000 263.3366699219 3.3363571357  220.188  6.737  4.6989  3.791    0  0.000  0.584     0.00     0.00 -1 -5.24e-05      0.00 5.765e-01 4.086e-01 1.042e-04 9.466e-03 3.093e-04 -1.000 1.496e-02 -12.072 -7.883 -8.045 -7.586
0.0152 0.01508 5.95000 300.0000000000 3.3363571357  248.137  6.812  4.7087  3.807    0  0.000  0.805     0.00     0.00 -1 -6.39e-05      0.00 5.514e-01 4.337e-01 1.066e-04 9.565e-03 1.950e-04 -1.000 1.493e-02 -12.260 -8.005 -8.166 -7.711
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Gmag    G_BPmag  G_RPmag
0.0152 0.01508 6.00000 0.0900000036 1.4676543549    0.090 -1.321  3.4419  3.433    0  0.000  0.545     0.00     0.00 -1 -3.88e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 8.073 9.797 11.946 8.424
0.0152 0.01508 6.00000 0.1000000015 1.5704020300    0.100 -1.221  3.4494  3.408    0  0.000  0.545     0.00     0.00 -1 -4.77e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 7.822 9.468 11.536 8.113
0.0152 0.01508 6.00000 0.1098623872 1.6621564408    0.110 -1.138  3.4554  3.390    0  0.000  0.545     0.00     0.00 -1 -5.62e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 7.615 9.203 11.212 7.862
